8 November 2018,40,The best sushi ever,"I love the sushi and the dessert served. The view was also mesmerizing. One downside is, the food was a bit pricey.More"
29 October 2018,30,Amazingly not impressed - A hit and miss combination of food.,"The sashimi and sushi quality was good but not Nobu price fantastic. Their signature rice crispy lollipops with a tuna tartar was both very good and bad. The tartar was delicious - light, fresh, rich. The rice lolipops would have broken teeth. The fried sushi...More"
28 October 2018,30,Used to be the place...,"We have been coming here whenever in KL during the last 3-4 years but after the 3rd bad experience during the last 12 month it is clear that they have gone from great to something that belongs nowhere near what they charge, so from now...More"
27 October 2018,40,Jap Fine Dining,Came here few times. This time ordered their signature omakase. Noticed they changed the omakase menu. Preferred the previous one but this one still good. Black cod and wagyu (medium rare) is superb. Many guys (some old and some young) bring hot looking chicks here...More
17 October 2018,20,A little better than horrible,"In my opinion, having an omakase menu already go against the true meaning of ""omakase"". The food seemed mass produced instead of specially curated daily by the chef. That aside, the food quality does not justify the price tag. We had spoilt clams in the...More"
14 October 2018,50,Great food and service,I enjoyed excellent food and service at Nobu last night. The waiter gave great advice about the menu and the shared plates allowed a nice leisurely meal with the opportunity to sample many different dishes. Only one tiny criticism - why is it so dark...More
4 October 2018,50,Allergy friendly,"Fantastic experience, service was amazing and the view wow! My husband is coeliac and we have had trouble at other restaurants in KL but the wait staff here were fully versed and were able to point out the meals that were gluten free, even providing...More"
30 September 2018,50,Amazing Special Omakase,"Just unbelievable food and a perfect setting. Worth every penny. The staff were really helpful, the food was on another planet and the view is superb. A great experience and a great way to finish off a superb holiday in Asia."
27 September 2018,10,Terrible,Wasn’t blown away when I went the first time years ago and a friend convinced me to try it again. Manager was trying to suck up to said friend (a regular) by saying maybe I didn’t enjoy it the first time because of budget restrictions....More
25 September 2018,50,Absolutely delicious and the view is pretty good as well!,Nobu offers a great selection of Japanese fusion delights. Their Omakase is also superb. Save room for dessert as the Chocolate Sphere will not disappoint. The view is fantastic so book a table near the windows.
19 September 2018,40,Enjoyed my experience,"Food and ambiance was really good, but i understand what other diners felt as it was a little warm sitting next to the windows during sunset. Went for the omakase menu, service staff were attentive. Otoro and beef were the highlight of the dinner."
18 September 2018,50,Delicious,"The only issue with this restaurant is finding it. 3 Petronas Towers is a different building to its more well known siblings and the entrance isn't the easiest to find. Once inside, its a bit of a hike up to the restaurant but once you...More"
4 September 2018,40,Good food and views,We went for dinner and all the food was good. The service is very professional and gentle. We did not like that the beer was not cold and as similar restaurants in KL it was expensive. The restaurant is a bit pricey but you are...More
2 September 2018,30,Excellent food - personally not my favorite,We haveucky enough to have dined in a couple of fine dining in South East Asia with similar price tags. The booking online and the exchanges were smooth and done easily. We already knew where to find the restaurant (we had been to Marini's before)...More
30 August 2018,30,Amazing Jap food but too pricey,"Big fan of Nobu, first time to Nobu KL, birthday celebration, we ordered Signature Omakase, sake and sashimi, great food and good service, but very pricey. Besides, most of the view was blocked by other buildings surrounding, a little bit disappointed."
23 August 2018,40,"Good jap fusion, but lacking the omph","i've followed Nobu since 20yrs back, and i must say the diminishing awe factor, as other restaurants catch up on funky experimentation of flavors/textures. In contrast, Nobu has remain conservative relatively speaking. this nobu is a tad underwhelming in decor, though the view from the...More"
22 August 2018,30,Underwhelming,"Came for the weekday lunch set because dinner prices are just way too expensive. We used to do this in Tokyo and it was great. This time, however, I was definitely underwhelmed. The new style salmon sashimi was very good - best part of the...More"
20 August 2018,10,Worst Nobu outlet brings same to the name!,I am a big fan of chef Matsuhisa and have visited a few of his restaurants worldwide. My recent visit to Nobu in KL has tainted my perception of the brand Nobu. The purpose of my recent visit was to celebrate a friend’s birthday and...More
19 August 2018,50,Only reason i came to kuala lumpur from India,"Ive heard quite alot about nobu but it was my first time experiencing it, i will not lie, the food was out of this world and it tasted the best, i hadnt had such amazing food in a while, the ambience is beautiful, its right...More"
12 August 2018,40,Great but expensive,"Overall was a great 1st time experience. Food were great, ambience was fantastic with good view of the Iconic Petronas Twin Tower. Ms Leela was very professional and attentive. Definitely a memorable dinner with my wife. 👍👍👍 Nobu"
11 August 2018,40,Excellent but expensive,The view and location is incredible The new style salmon sashimi is amazing. The other food I ordered was great but overpriced.More
11 August 2018,50,Great experiance,The atmosphere and experience was breathtaking since you could see all of Kuala Lumpur from the restaurant. The sushi was one of the best I had eaten in awhile. The highlight of the restaurant of course was the blackened cod. Service was also quite friendly....More
6 August 2018,30,Wow experience but steak was a let down.,Went the second time with the wife. The wife experience the same wow experience as I did but the rib eye steak was a let down the second time. Otherwise it would have been a 5 star.More
6 August 2018,50,Nobu in KL,We had a chance to dine at Nobu in Kuala Lumpur twice on a recent business visit. The staff is outstanding and the food is equally great.
4 August 2018,40,Nobu Kuala Lumpur - Luxury dining in the sky,"I have finally set foot in Nobu - a modern Japanese fusion Restaurant located on the 56th floor of the Petronas Tower 3. To go up to the restaurant, one will need to go through to express lifts and one security check on the 5th...More"
1 August 2018,40,Good View and Great Food,"I had heard nothing but good things about Nobu and finally got a chance to experience Nobu in Kuala Lampur. The food was exquisite, the waitress suggested the dishes and we went along with her choices. We were very pleased to try the signature dishes....More"
30 July 2018,50,Romántica,Eating is always a pleasure but if it is in the restaurant nobu_kualalumpur the pleasure is supreme. 🍜🍷Thanks to its chef Philip Leong we were able to taste Japanese cuisine with the Petrona Towers in the background. A show for the senses.🙆🏽‍♂️❤
29 July 2018,40,Good Environment,Enjoy the restaurant atmosphere and environment Good Food Dessert is good price is bit high but the quality of the food is awesome so it’s equal. Cauliflower is awesom
26 July 2018,40,Anniversary dinner at Nobu,"Celebrated our annivesary at Nobu. It was a great night, the view was great, the food is good, the staff is attentive and friendly, had a wonderful dinner that completed with a nice customised “Happy Anniversary” on the dessert we ordered. On the flipside, the...More"
22 July 2018,50,Always great!,"I’ve been to other Nobu’s, but none quite like this. The views from Nobu, KL were outstanding and as always at Nobu, the food was exceptionally great! The blackened cod and Chilean sea bass were excellent. The California and Shrimp Tempura rolls are highly recommended....More"
22 July 2018,50,Yum.Yum.Yummy.,"Vegetarians seeking sushi find bliss. Carefully presented morsel to delight, we savored every last bite."
21 July 2018,10,"Bad services, average food","I went to Nobu tonight, the view is so nice, the food was average, however the service was extremely bad. First the waiter forgot our drinks and we got them just before we left, he did not check on us at all as he was...More"
19 July 2018,50,😋,Good ambience and good food. A wide spread of food in the menu. Staff are very friendly. A very good restaurant for a get together. Highly recommended 👍More
6 July 2018,50,Excellent food views and servuce,"Had a great night at Nobu KL - visiting from Australia and our first Nobu experience. The location is amazing, service is excellent. The head server in our section was one of the best I’ve come across. Genuinely friendly without being over familiar, very knowledgeable...More"
6 July 2018,50,Worth the painful prices,"Attended a dinner here with a bunch of colleagues and it was worth the hefty price tag at the end. Their wait staff are imacculate, as was the food. Their desserts were my favourite, the thought and detail that went into those dishes had my...More"
5 July 2018,50,Farewell lunch,"My boss and us certainly enjoyed the meal. The food was superb though portions were small but adequate. The desserts were lovely. Compliments to the waitress recommendations. Although on the pricey side, I would definitely bring my family there for a meal somedayMore"
28 June 2018,50,Anniversary Dinner,The place has a magnificent view. Also the only Nobu in Asia that is “halal friendly” plating available. The Server was very friendly & has given good recommendations. I had a wonderful dinner that completed with a nice customised “Happt Anniversary” dessert.More
20 June 2018,50,"Lovely value; if you are not local, that is","We came as a group of 10 from Singapore, kids in tow, and the weekend was what we were told could accommodate us (the noisy brats, that is.) No lunch or bento sets (darn, the Matsuhisa bento was great the last time I was here)...More"
