9 June 2018,50,A must try,"The staffs are very welcoming and friendly and has a passion doing their job. Very unique experienced. The dining area is totally dark, the menu are yummy and it is reasonable price. It will really fill your hungry tummy. Menu is consists of four appetisers,...More"
8 June 2018,50,amazing even for a claustrophobic!,"before entering l was a bit worried cause l have claustrophobia. The waiters kept assured me l can tell them if at any point l feel uncomfortable. surprisingly l was ok throughout, and the waiter came joyfully (from his voice) explaining every dish they served....More"
6 June 2018,50,"Clever, different, great experience","This was nothing like we've done before. Really interesting to eat without being able to see the food. Completely changes the experience. The staff were super friendly, especially Yus our waiter. Would recommend that everyone tries this!"
5 June 2018,50,Amazing dinner experience,A very different dinner experience. When I came out of the dining room I had started having a different perspective about life and started having so much respect for the visually impaired people. They are super talented and gentle. Food and service was outstanding.
30 May 2018,50,Best time of our trip.,"We were on trip in Malaysia, been to Penang Malacca and last stop in KL. In KL we had a good time in batucaves. The last day last stop is the dining in the dark, glad we did it. Had a wonderful time and really...More"
28 May 2018,30,Interesting Dining Place that use your other senses,Give you surprise once you walk into the restaurant. You are blindfolded. You use other senses to tell you what are the food and ppl around you.
27 May 2018,50,The best experience.,"Totally different than I thought, it was quite impressive and they have exceeded my expectations. A bit challenging when trying to figure out what we were eating, but it was fun doing it. They change menu next month and will come again."
21 May 2018,50,A Dark Dining Experience,Dining in The Dark gave us one of the best dining experience in Malaysia. Its unique theme and dark ambiance brought a marvelous experience that we never imagine. A setting that will heighten your tasting senses. No need to say more. This place is highly...More
20 May 2018,30,"If you want some adventure, you have to try this",I am not an adventurous type of person when it comes to dining. But this is something that those who look for an adventure must try in KL. The servers are visually challenged and you get to experience how they feel when they eat. It’s...More
20 May 2018,40,The most unique birthday meal ever!,This restaurant offers one of a kind ambience and it’s definitely a must go place in KL! It was fun guessing what’s the ingredient of the welcome cocktail ! Love the courtesy and hospitality! Waiters are truly talented because they can serve you in the...More
17 May 2018,50,One of the best dining experiences ever..!!,"If you have not tried this you should. The experience firstly, gives you a brief insight into another world, the world of the blind or sight impaired and secondly highlights your other senses.. The concept is wonderful and it exceeded my expectations. Our host Joy...More"
15 May 2018,40,What an interesting experience!,The experience of eating here is surreal and amazing. Our host Rada was excellent and attentive and really made us feel comfortable. The only thing that I found a little difficult was not knowing at least vaguely what the food would be... or at least...More
11 May 2018,50,The best of all restaurant in KL,"It's a very special place I guess, unique experience, different food thoughts.First time I tried it, bit scared at the fist, but it was easier than I thought. We had a very good conversation without the gadgets.A fun experience, must try when you are in...More"
11 May 2018,50,Good ambience and food...,"I head about thia Restaurant through my friends, thought of trying it out... The ambience,service and food is very good... A definitely Must try in kl..."
7 May 2018,50,An unforgettable and unique experience,Decided to give my fiance an unusual treat on his birthday by bringing him here. I've read all the great reviews here beforehand and the experience lived up to my expectations. It took awhile to get used to the pitch dark environment and a lot...More
6 May 2018,50,A yummy and unique experience.,We loved this experience. The food was great. Our waiter Yous (probably not how it's spelt) was amazing. We had booked and prepaid for 6 people but one of them was not able to come as a storm had blocked her access. They refunded her...More
5 May 2018,40,A special birthday celebration,"A very odd and unusual experience but one I would highly recommend. It is hard to comprehend just how dark the room truly is. Walking in I was terrified that someone had painted over my eyeballs, however our guide A.K was fantastic. He sat us...More"
2 May 2018,50,Fantastic experience,"Fantastic sensorial experience, and actually also good food and wine. dining in complete darkness challenge your abilities first, but then force you to focus much more on food, drinks and on the companion. service/assistance is excellent"
27 April 2018,50,Fun night and good food!,"For those feeling like a food adventure, this is a great time! The food is really, really good. I did the vegetarian meal and my husband did the non-vegetarian meal....we loved both. Make no mistake about the environment, it is pitch black. You can't see...More"
27 April 2018,40,My SENSE-sational Moment,"I went to the Dining In The Dark KL with my 10-year old daughter. I made the reservation few hours before that, through phone. The place is in a ""tourist area"" with lots of bars, cafes and massage parlours; and very near to Lot 10....More"
24 April 2018,50,How do they do it....,"It was a great experience, served by blind servers and the whole experience is in pitch black, still wondering how they do it so prefect. Detailed explanation, excellent service and food. It was much more easier than I thought."
24 April 2018,50,Awesome service,"Nicely thought and well presented dinner experience, we had a wonderful experience in dining in the dark.Service was sincere and food was good. Must try experience."
24 April 2018,50,best dining,"We had such a great time in dining in the dark. Don't want to reveal a lot, as there will be no surprise for you, all I can say is, its defenetly worth a try, everything was good about that place. Good service from the...More"
23 April 2018,30,Something New,"Good to experience for a usual dining in a resto, one of a kind but not for a second time, I didn’t enjoy much as I’am starving when my boyfriend surprised me for our anniversary here, total darkness awaits you, no music at all and...More"
21 April 2018,40,Expérience it,Never had this kind of experience. when you have to guess what you eat and find what it is it becomes even beter !
19 April 2018,50,Fantastic experience and lovely food,"I just loved everything about the Dining in the Dark experience. My friend and I arrived for our 8pm booking and were met by a most delightful hostess who explained the process and took our vegetarian and classic preference, you can indicate if you are...More"
17 April 2018,50,Absolutely Beautiful,"Me and my girlfriend always wanted to try this, since we have met we discussed about going to such a restaurant but we were dragged down a bit by the very high prices for this experience in our country, Italy. So when we found out...More"
